Animal ID,Name,Outcome Date,Outcome Time,Outcome Type,Outcome Subtype,Animal Type,Sex upon Outcome,Age upon Outcome,Breed,Color,Days upon Outcome
A663269,Toonchi,10/5/13,3:26PM,Adoption,Foster,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Orange Tabby,90
A636102,*Selena,10/5/13,4:04PM,Adoption,,Dog,Spayed Female,1 year,Rhod Ridgeback Mix,Tan,365
A664579,,10/5/13,4:05PM,Euthanasia,Rabies Risk,Other,Unknown,2 years,Raccoon Mix,Black/White,730
A635201,Kiki,10/5/13,4:06PM,Return to Owner,,Cat,Spayed Female,3 years,Domestic Shorthair Mix,Black,1095
A664584,,10/5/13,4:31PM,Transfer,Partner,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Orange Tabby,14
A664585,,10/5/13,4:31PM,Transfer,Partner,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Orange Tabby,14
A664586,,10/5/13,4:31PM,Transfer,Partner,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Brown Tabby,14
A659471,*Sprinkles,10/5/13,4:52PM,Adoption,Foster,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Orange Tabby,90
A664107,*Miss Mandy,10/5/13,4:57PM,Adoption,,Dog,Spayed Female,2 years,Rat Terrier/Chihuahua Shorthair,White/Brown,730
A664069,,10/5/13,4:57PM,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,White/Blue,60
A664154,,10/5/13,5:02PM,Adoption,,Dog,Spayed Female,5 months,Beagle Mix,Red/White,150
A661216,*Raven,10/5/13,5:05PM,Adoption,,Dog,Spayed Female,1 year,Boxer Mix,White/Black,365
A663667,*Cody,10/5/13,5:05PM,Adoption,,Dog,Neutered Male,2 years,American Staffordshire Terrier Mix,White/Brown,730
A661036,*Dove,10/5/13,5:10PM,Adoption,,Cat,Spayed Female,3 months,Domestic Medium Hair Mix,Brown Tabby,90
A663233,*Lobster,10/5/13,5:16PM,Adoption,,Dog,Spayed Female,1 year,Pit Bull Mix,Fawn,365
A663954,Dozer,10/5/13,5:21PM,Return to Owner,,Dog,Neutered Male,1 year,Pit Bull Mix,White/Brown,365
A614516,Lexie,10/5/13,5:23PM,Adoption,,Dog,Spayed Female,2 years,Pit Bull Mix,Blue/White,730
A627854,Brownie,10/5/13,5:33PM,Return to Owner,,Dog,Neutered Male,1 year,Dachshund Mix,Blue Merle/Brown,365
A664047,Zoe,10/5/13,5:34PM,Adoption,,Dog,Spayed Female,3 months,Pug Mix,Tan/Black,90
A664379,Miley,10/5/13,5:40PM,Return to Owner,,Dog,Spayed Female,1 year,Border Terrier Mix,Brown/White,365
A658909,*Tabitha,10/5/13,5:40PM,Adoption,,Cat,Spayed Female,4 months,Domestic Shorthair Mix,Blue Tabby,120
A664189,,10/5/13,6:11PM,Adoption,,Dog,Neutered Male,1 year,Dachshund Mix,Chocolate,365
A663764,*Betty,10/5/13,6:22PM,Adoption,,Dog,Spayed Female,2 years,Staffordshire Mix,Blue/White,730
A664483,,10/5/13,6:23PM,Adoption,,Dog,Neutered Male,2 months,Dachshund Wirehair/Border Terrier,Tan,60
A664482,,10/5/13,6:24PM,Adoption,,Dog,Neutered Male,2 months,Dachshund Wirehair/Border Terrier,Tan,60
A662925,*Ezra,10/5/13,6:52PM,Adoption,,Dog,Neutered Male,2 years,Pit Bull Mix,Black/White,730
A663690,Louise,10/5/13,6:56PM,Adoption,,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Calico,730
A664116,Maggie,10/5/13,6:56PM,Adoption,,Dog,Spayed Female,10 months,Australian Shepherd/Australian Cattle Dog,Blue Merle/White,300
A663610,*Jr,10/5/13,6:58PM,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black/White,60
A663609,*Alex,10/5/13,7:00PM,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black/White,60
A664045,*Rudy,10/5/13,7:20PM,Adoption,,Dog,Neutered Male,2 years,Affenpinscher Mix,Black/White,730
A660136,*Puffy,10/6/13,9:46AM,Adoption,Offsite,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Orange Tabby,90
A581151,Molly,10/6/13,11:19AM,Return to Owner,,Dog,Spayed Female,6 years,Labrador Retriever Mix,Brown/White,2190
A659618,*Maria,10/6/13,11:36AM,Adoption,Offsite,Cat,Spayed Female,2 months,Domestic Medium Hair Mix,Calico,60
A664484,,10/6/13,11:53AM,Adoption,,Dog,Spayed Female,2 months,Dachshund Wirehair/Border Terrier,Black/Tan,60
A664378,Raisin,10/6/13,12:01PM,Return to Owner,,Dog,Intact Male,2 years,Chinese Sharpei,Brown,730
A664547,Azula,10/6/13,12:06PM,Transfer,Partner,Cat,Intact Female,6 months,Domestic Shorthair Mix,Torbie,180
A661033,Judo,10/6/13,12:15PM,Adoption,,Cat,Neutered Male,3 months,Domestic Medium Hair Mix,Orange Tabby,90
A661430,*Choochoo,10/6/13,12:15PM,Died,In Kennel,Cat,Spayed Female,5 years,Domestic Shorthair Mix,Torbie,1825
A664548,Katniss,10/6/13,12:21PM,Transfer,Partner,Cat,Intact Female,6 months,Domestic Medium Hair Mix,Tortie,180
A662906,Stanley,10/6/13,12:51PM,Adoption,Offsite,Cat,Neutered Male,1 month,Domestic Shorthair Mix,Blue,30
A664179,,10/6/13,1:16PM,Transfer,Partner,Dog,Intact Male,2 months,Labrador Retriever/Basset Hound,Tan,60
A663928,Vince,10/6/13,1:19PM,Return to Owner,,Dog,Neutered Male,4 years,Australian Cattle Dog/Akita,Red/White,1460
A664176,,10/6/13,1:37PM,Transfer,Partner,Dog,Intact Female,5 months,Labrador Retriever/Basset Hound,Black,150
A664177,,10/6/13,1:38PM,Transfer,Partner,Dog,Intact Male,5 months,Labrador Retriever/Basset Hound,Chocolate,150
A664178,,10/6/13,1:38PM,Transfer,Partner,Dog,Intact Female,5 months,Labrador Retriever/Basset Hound,Tan,150
A657854,*Bow Tie,10/6/13,1:44PM,Transfer,Partner,Other,Intact Male,11 months,Rabbit Sh,Black/White,330
A661391,*Willie,10/6/13,1:49PM,Adoption,,Dog,Neutered Male,1 year,Bull Terrier Mix,White,365
A664065,*Snickers,10/6/13,1:55PM,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Calico,90
A663123,Travis,10/6/13,2:08PM,Return to Owner,,Dog,Neutered Male,10 months,Dachshund Wirehair/Standard Poodle,Black,300
A662880,*Orange,10/6/13,2:18PM,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby/White,60
A661545,*Baby,10/6/13,2:26PM,Adoption,,Cat,Spayed Female,3 years,Domestic Shorthair Mix,Brown Tabby/White,1095
A661561,Oscar,10/6/13,2:26PM,Adoption,,Cat,Neutered Male,10 years,Domestic Shorthair Mix,Brown Tabby,3650
A256412,Beau,10/6/13,2:26PM,Return to Owner,,Dog,Intact Male,16 years,Labrador Retriever Mix,Yellow,5840
A633952,Maximus,10/6/13,2:51PM,Return to Owner,,Dog,Neutered Male,2 years,Pit Bull Mix,Tan/White,730
A663715,,10/6/13,3:04PM,Transfer,SCRP,Cat,Unknown,6 months,Domestic Shorthair Mix,Brown Tabby/White,180
A664601,,10/6/13,3:04PM,Transfer,SCRP,Cat,Neutered Male,5 years,Domestic Shorthair Mix,Orange Tabby/White,1825
A664561,,10/6/13,3:04PM,Transfer,SCRP,Cat,Intact Male,2 years,Domestic Shorthair Mix,Brown Tabby,730
A664163,Corral,10/6/13,3:06PM,Adoption,,Dog,Spayed Female,1 year,Chihuahua Shorthair Mix,White/Black,365
A663961,Cooper,10/6/13,3:09PM,Return to Owner,,Dog,Neutered Male,4 years,Chihuahua Shorthair Mix,Chocolate/Tan,1460
A624575,Star,10/6/13,3:10PM,Adoption,,Dog,Spayed Female,1 year,Anatol Shepherd Mix,Tan/White,365
A662647,*Lucy,10/6/13,3:35PM,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Torbie,60
A632969,Kane,10/6/13,3:36PM,Return to Owner,,Dog,Neutered Male,1 year,Pit Bull Mix,Brown Brindle/White,365
A664628,,10/6/13,3:45PM,Transfer,Partner,Cat,Intact Female,1 weeks,Domestic Medium Hair Mix,Torbie,7
A664629,,10/6/13,3:45PM,Transfer,Partner,Cat,Intact Male,1 weeks,Domestic Medium Hair Mix,Orange Tabby,7
A529890,Vegas,10/6/13,4:06PM,Euthanasia,Aggressive,Dog,Intact Male,9 years,Pit Bull,Blue/White,3285
A661544,*Emmie,10/6/13,5:05PM,Adoption,,Dog,Spayed Female,2 years,Pit Bull Mix,Brown/White,730
A661390,*Theo,10/6/13,5:06PM,Adoption,,Dog,Neutered Male,1 year,Staffordshire Mix,Brown/White,365
A664305,Annabelle,10/6/13,5:08PM,Adoption,,Dog,Spayed Female,2 months,Anatol Shepherd/Labrador Retriever,White,60
A664150,Pancha,10/6/13,5:17PM,Return to Owner,,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Tortie,730
A664481,Costello,10/6/13,5:18PM,Adoption,,Dog,Neutered Male,2 months,Dachshund Wirehair/Border Terrier,Black/Tan,60
A664300,*Happy,10/6/13,5:21PM,Adoption,,Dog,Neutered Male,2 months,Anatol Shepherd/Great Pyrenees,White/Tricolor,60
A664287,Daisy,10/6/13,5:27PM,Adoption,,Dog,Spayed Female,4 months,Chihuahua Shorthair Mix,Brown/White,120
A664145,Spanky,10/6/13,5:33PM,Adoption,,Dog,Neutered Male,3 years,Chihuahua Shorthair Mix,Black/White,1095
A662753,*Gisele,10/6/13,5:34PM,Adoption,,Cat,Spayed Female,1 year,Domestic Medium Hair Mix,Blue Tabby/White,365
A664633,,10/6/13,5:41PM,Euthanasia,,Other,Unknown,4 weeks,Raccoon,Brown/Black,28
A661038,Sniper,10/6/13,5:44PM,Adoption,,Cat,Neutered Male,3 months,Domestic Medium Hair Mix,Black,90
A664612,,10/6/13,5:48PM,Transfer,SCRP,Cat,Intact Female,2 years,Domestic Shorthair Mix,Black/White,730
A663958,Boris,10/6/13,5:49PM,Adoption,,Dog,Neutered Male,5 years,Siberian Husky Mix,Black/White,1825
A663917,*Gucci,10/6/13,5:52PM,Adoption,,Dog,Spayed Female,1 year,Chihuahua Shorthair/Australian Cattle Dog,Red Merle/White,365
A664161,Theobromine,10/6/13,5:55PM,Adoption,,Dog,Neutered Male,2 years,Chihuahua Shorthair/Beagle,Brown,730
A664301,Neville,10/6/13,6:06PM,Adoption,,Dog,Spayed Female,2 months,Anatol Shepherd/Great Pyrenees,White/Tan,60
A664140,Shirin,10/6/13,6:11PM,Adoption,,Dog,Spayed Female,4 years,Miniature Poodle/Yorkshire Terrier,Buff,1460
A664089,*Crissy,10/6/13,6:19PM,Adoption,,Dog,Spayed Female,8 years,Dachshund Mix,Tricolor,2920
A663723,Tornado,10/6/13,6:24PM,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby,60
A663722,Jj,10/6/13,6:24PM,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black,60
A664606,Scooter,10/6/13,6:28PM,Return to Owner,,Dog,Neutered Male,6 years,Miniature Schnauzer Mix,White,2190
A662166,*Cupcake,10/6/13,6:34PM,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Blue,60
A663985,*Buster,10/6/13,6:43PM,Adoption,,Dog,Neutered Male,2 years,Jack Russell Terrier/Beagle,White/Brown,730
A664641,,10/6/13,6:48PM,Transfer,Partner,Cat,Intact Female,1 day,Domestic Shorthair Mix,Tortie,1
A664625,Juanito,10/7/13,11:24AM,Return to Owner,,Dog,Intact Male,2 years,Chihuahua Shorthair Mix,Brown/White,730
A659616,*Tatiana,10/7/13,11:48AM,Adoption,Offsite,Cat,Spayed Female,2 months,Domestic Medium Hair Mix,Calico,60
A643401,Maggie,10/7/13,12:33PM,Adoption,,Dog,Spayed Female,3 years,Pit Bull Mix,Brown/White,1095
A664462,*Edgar,10/7/13,1:06PM,Transfer,Partner,Dog,Intact Male,4 months,Leonberger Mix,Brown/White,120
A574916,King,10/7/13,1:08PM,Transfer,Partner,Dog,Neutered Male,4 years,Pit Bull,Brown Brindle/White,1460
A664039,,10/7/13,1:09PM,Transfer,Partner,Dog,Neutered Male,4 months,Labrador Retriever Mix,Yellow,120
A663845,Bullet,10/7/13,1:11PM,Transfer,Partner,Dog,Neutered Male,7 months,Pit Bull Mix,White/Tan,210
A643536,Herrod,10/7/13,1:11PM,Transfer,Partner,Dog,Neutered Male,1 year,Whippet Mix,Black/White,365
A664041,Aquilla,10/7/13,1:12PM,Transfer,Partner,Dog,Neutered Male,1 year,Australian Kelpie Mix,Black/White,365
A664230,Arya,10/7/13,1:13PM,Transfer,Partner,Dog,Spayed Female,1 year,Whippet Mix,Black,365
A662991,*Shimmer,10/7/13,1:14PM,Transfer,Partner,Dog,Intact Female,2 years,Labrador Retriever Mix,Brown,730
A652358,Buddy,10/7/13,1:39PM,Euthanasia,Rabies Risk,Dog,Neutered Male,8 years,Pit Bull/Mastiff,Brown/White,2920
A661521,*Candace,10/7/13,1:58PM,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Black,90
A664611,Black,10/7/13,2:02PM,Return to Owner,,Dog,Spayed Female,8 months,Beagle Mix,Black/Tan,240
A664253,Moose,10/7/13,2:15PM,Return to Owner,,Dog,Neutered Male,2 years,Black/Tan Hound Mix,Black/Brown,730
A664631,Moon Shadow,10/7/13,2:24PM,Return to Owner,,Dog,Intact Female,1 year,Siberian Husky Mix,White,365
A664682,,10/7/13,2:31PM,Euthanasia,Rabies Risk,Other,Unknown,3 years,Bat Mix,Brown,1095
A664684,,10/7/13,3:33PM,Euthanasia,Medical,Other,Unknown,1 year,Opossum Mix,Gray/Black,365
A664685,,10/7/13,3:33PM,Euthanasia,Rabies Risk,Other,Unknown,6 months,Bat Mix,Gray,180
A661612,,10/7/13,3:49PM,Adoption,Foster,Dog,Neutered Male,3 months,Chihuahua Shorthair Mix,White/Buff,90
A663697,*Abby,10/7/13,4:00PM,Adoption,,Dog,Spayed Female,3 years,Beagle Mix,Tricolor,1095
A664677,,10/7/13,4:01PM,Transfer,SCRP,Cat,Unknown,4 years,Domestic Shorthair Mix,Black/White,1460
A664582,,10/7/13,4:01PM,Transfer,SCRP,Cat,Unknown,3 months,Domestic Shorthair Mix,Black/White,90
A664583,,10/7/13,4:01PM,Transfer,SCRP,Cat,Unknown,4 months,Domestic Medium Hair Mix,Black/White,120
A664609,,10/7/13,4:01PM,Transfer,SCRP,Cat,Intact Female,2 years,Domestic Shorthair Mix,Brown Tabby/White,730
A664626,,10/7/13,4:02PM,Transfer,SCRP,Cat,Intact Female,2 years,Domestic Shorthair Mix,Calico,730
A659832,*Cooper,10/7/13,4:17PM,Adoption,Foster,Dog,Neutered Male,2 months,Labrador Retriever/Rhod Ridgeback,Brown,60
A661775,Albert,10/7/13,4:56PM,Adoption,Foster,Cat,Neutered Male,2 years,Siamese Mix,Blue Point,730
A661112,Peggy,10/7/13,4:57PM,Adoption,Foster,Cat,Spayed Female,1 year,Domestic Longhair,White/Black,365
A664590,Sesame,10/7/13,4:59PM,Adoption,,Dog,Spayed Female,3 months,Anatol Shepherd Mix,White,90
A664073,*Parker,10/7/13,5:06PM,Adoption,,Dog,Neutered Male,2 years,Hovawart Mix,Black/Tan,730
A664599,Muffin,10/7/13,5:12PM,Return to Owner,,Dog,Spayed Female,3 years,Miniature Poodle Mix,White,1095
A664600,Nikii,10/7/13,5:12PM,Return to Owner,,Dog,Spayed Female,3 years,Miniature Poodle Mix,Black,1095
A664455,Diesle,10/7/13,5:16PM,Adoption,,Dog,Neutered Male,2 months,Pit Bull Mix,White/Brown Brindle,60
A664286,Sugar,10/7/13,5:42PM,Adoption,,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,White/Brown,730
A664382,Chewey,10/7/13,5:52PM,Adoption,,Dog,Spayed Female,6 months,Labrador Retriever Mix,Chocolate,180
A659172,Lexi,10/7/13,6:00PM,Adoption,Foster,Dog,Spayed Female,4 months,Chihuahua Shorthair Mix,Black/Tan,120
A590251,Sunny,10/7/13,6:21PM,Adoption,Foster,Dog,Spayed Female,4 years,Australian Shepherd Mix,Black/Blue Merle,1460
A664587,,10/7/13,6:24PM,Adoption,,Dog,Neutered Male,2 months,Anatol Shepherd Mix,White/Tricolor,60
A662919,*Lisa,10/7/13,6:34PM,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black/White,60
A664589,Jax,10/7/13,6:38PM,Adoption,,Dog,Neutered Male,3 months,Anatol Shepherd Mix,Yellow,90
A664665,Avalon,10/7/13,6:48PM,Return to Owner,,Cat,Spayed Female,6 months,Domestic Shorthair Mix,Black,180
A663862,Roscoe,10/7/13,6:56PM,Adoption,,Dog,Neutered Male,8 months,German Shepherd Mix,Brown/Black,240
A664712,,10/7/13,7:06PM,Euthanasia,Suffering,Dog,Unknown,4 weeks,Chow Chow Mix,Black/Brown,28
A664689,,10/8/13,7:49AM,Euthanasia,Rabies Risk,Other,Unknown,4 weeks,Bat,Brown/Black,28
A664711,,10/8/13,10:49AM,Euthanasia,Suffering,Cat,Intact Female,5 years,Himalayan Mix,Tortie Point,1825
A664602,Blue,10/8/13,11:14AM,Return to Owner,,Dog,Neutered Male,2 years,Doberman Pinsch,Blue/Tan,730
A662923,*Monty,10/8/13,11:44AM,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Medium Hair Mix,Brown Tabby,60
A662921,*Marty,10/8/13,11:44AM,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Blue Tabby,60
A664717,,10/8/13,11:48AM,Euthanasia,Rabies Risk,Other,Intact Male,1 year,Raccoon Mix,Black/Brown,365
A664267,*Asti,10/8/13,12:10PM,Return to Owner,,Dog,Intact Female,4 months,Pit Bull Mix,White/Black,120
A664723,,10/8/13,12:47PM,Euthanasia,Suffering,Cat,Intact Female,7 years,Domestic Shorthair Mix,Calico,2555
A664715,Leroy,10/8/13,3:58PM,Return to Owner,,Dog,Neutered Male,2 years,Basset Hound,Tricolor,730
A661783,*Gwen,10/8/13,4:00PM,Adoption,Foster,Cat,Spayed Female,3 months,Domestic Medium Hair Mix,Brown Tabby/White,90
A664740,,10/8/13,4:35PM,Euthanasia,Suffering,Cat,Intact Female,3 months,Domestic Shorthair Mix,Black Tabby,90
A652729,Yoda,10/8/13,4:57PM,Transfer,Partner,Dog,Neutered Male,7 months,Kuvasz/Labrador Retriever,White,210
A663948,Pumpkin,10/8/13,5:23PM,Return to Owner,,Cat,Neutered Male,3 months,Domestic Shorthair,Black/White,90
A664646,Ruby,10/8/13,5:41PM,Return to Owner,,Dog,Spayed Female,5 years,Australian Shepherd Mix,Red/White,1825
A661735,*Otis,10/8/13,5:49PM,Adoption,,Dog,Neutered Male,5 years,American Bulldog Mix,White/Black,1825
A660279,*Indigo,10/8/13,5:49PM,Adoption,,Dog,Neutered Male,1 year,Pit Bull Mix,Blue/White,365
A664540,Baby Girl,10/8/13,6:05PM,Return to Owner,,Dog,Spayed Female,1 year,Rat Terrier Mix,Tricolor,365
A664434,Missy,10/8/13,6:08PM,Adoption,,Dog,Spayed Female,5 months,Chihuahua Shorthair Mix,Tan/White,150
A662762,Lily,10/8/13,6:15PM,Adoption,,Cat,Spayed Female,1 month,Snowshoe Mix,Calico Point/White,30
A663893,Khaleesi,10/8/13,6:22PM,Adoption,,Dog,Spayed Female,1 year,German Shepherd Mix,Tan/Black,365
A645599,Lily,10/8/13,6:22PM,Return to Owner,,Dog,Spayed Female,2 years,Pit Bull Mix,White/Black,730
A664702,Harley,10/8/13,6:22PM,Return to Owner,,Dog,Neutered Male,4 years,Pit Bull Mix,White,1460
A664449,Roxie,10/8/13,6:24PM,Adoption,Foster,Dog,Spayed Female,5 years,Yorkshire Terrier Mix,Tan,1825
A663864,Bella,10/8/13,6:26PM,Return to Owner,,Dog,Spayed Female,1 year,American Bulldog Mix,White/Brown,365
A664019,*Charcoal,10/8/13,6:27PM,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Blue,60
A663932,Sebastian,10/8/13,6:33PM,Return to Owner,,Dog,Neutered Male,1 year,Boxer Mix,Brown/White,365
A664336,,10/8/13,6:44PM,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Calico,60
A664337,,10/8/13,6:45PM,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Calico,60
A664619,Lucas,10/8/13,7:01PM,Adoption,,Dog,Neutered Male,2 months,Chihuahua Shorthair Mix,Tan,60
A662922,*Missy,10/8/13,7:11PM,Adoption,,Cat,Spayed Female,2 months,Domestic Medium Hair Mix,Blue Tabby,60
A664741,,10/9/13,8:56AM,Euthanasia,Rabies Risk,Other,Unknown,1 year,Bat Mix,Brown,365
A651690,Rocky,10/9/13,12:48PM,Transfer,Partner,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,Brown,730
A663530,*Montgomery,10/9/13,12:52PM,Transfer,Partner,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,Tan/White,730
A662781,*John,10/9/13,1:00PM,Transfer,Partner,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Brown Tabby,120
A664049,*Romeo,10/9/13,1:12PM,Transfer,Partner,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,Brown,365
A664572,Twilight,10/9/13,1:13PM,Transfer,Partner,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,White/Brown,730
A664068,,10/9/13,1:14PM,Transfer,Partner,Cat,Spayed Female,3 months,Domestic Shorthair Mix,White/Blue Tabby,90
A664070,,10/9/13,1:15PM,Transfer,Partner,Cat,Neutered Male,3 months,Domestic Shorthair Mix,White/Blue,90
A657197,Gecko,10/9/13,1:15PM,Adoption,,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Brown Tabby,120
A664071,,10/9/13,1:16PM,Transfer,Partner,Cat,Neutered Male,3 months,Domestic Shorthair Mix,White/Black,90
A664593,Chiquilla,10/9/13,1:39PM,Adoption,,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,Brown/White,730
A664686,Rock,10/9/13,1:46PM,Euthanasia,Suffering,Dog,Intact Male,2 years,Chihuahua Shorthair Mix,Black/Black,730
A664683,,10/9/13,1:58PM,Euthanasia,Suffering,Cat,Intact Male,4 years,Domestic Shorthair Mix,Black,1460
A663168,Archer,10/9/13,3:32PM,Return to Owner,,Dog,Neutered Male,1 year,Catahoula Mix,Brown Merle,365
A664830,,10/9/13,3:59PM,Euthanasia,Suffering,Other,Unknown,1 year,Raccoon Mix,Brown/Black,365
A660611,*Cookie,10/9/13,4:04PM,Adoption,,Dog,Spayed Female,3 years,Pit Bull Mix,Black/White,1095
A664733,,10/9/13,4:34PM,Transfer,Partner,Cat,Intact Female,2 months,Domestic Shorthair Mix,Brown Tabby/White,60
A664734,,10/9/13,4:34PM,Transfer,Partner,Cat,Intact Male,2 months,Domestic Shorthair Mix,Brown Tabby/White,60
A663722,Jj,10/9/13,4:38PM,Transfer,Partner,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black,60
A663723,Tornado,10/9/13,4:42PM,Transfer,Partner,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby,60
A664277,*Pogo,10/9/13,4:50PM,Adoption,,Dog,Spayed Female,9 months,Chihuahua Shorthair Mix,White/Brown,270
A664831,,10/9/13,5:04PM,Transfer,Partner,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Blue,14
A664799,,10/9/13,5:04PM,Transfer,Partner,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,Brown Tabby/White,28
A664425,Simba,10/9/13,5:26PM,Adoption,,Dog,Neutered Male,2 months,Chihuahua Shorthair Mix,White/Tan,60
A664426,Canelo,10/9/13,5:27PM,Adoption,,Dog,Neutered Male,2 months,Chihuahua Shorthair Mix,Tan,60
A664461,,10/9/13,5:31PM,Adoption,,Dog,Neutered Male,2 months,Dachshund Wirehair Mix,Tan,60
A664528,Glinda,10/9/13,5:36PM,Adoption,,Dog,Spayed Female,2 years,Toy Poodle Mix,White,730
A664596,Blanca,10/9/13,5:38PM,Adoption,,Dog,Spayed Female,5 months,Great Pyrenees Mix,White,150
A657774,Ottis,10/9/13,5:45PM,Return to Owner,,Dog,Neutered Male,1 year,Labrador Retriever Mix,Black/White,365
A664539,Jj,10/9/13,6:07PM,Adoption,,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,Brown/Black,730
A664421,*Daisy,10/9/13,6:16PM,Transfer,Partner,Dog,Spayed Female,5 years,Chihuahua Shorthair Mix,Brown,1825
A664807,Lily,10/9/13,6:24PM,Return to Owner,,Dog,Spayed Female,9 years,Cocker Spaniel,Chocolate/Gray,3285
A664834,,10/9/13,6:35PM,Euthanasia,Suffering,Dog,Intact Female,1 year,Chihuahua Shorthair Mix,Tan,365
A660822,*Maddie,10/9/13,6:36PM,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby/White,60
A632333,Charcoal,10/9/13,6:38PM,Adoption,,Dog,Neutered Male,1 year,Labrador Retriever Mix,Blue/White,365
A661850,*Gucci,10/9/13,6:41PM,Adoption,,Cat,Spayed Female,4 months,Domestic Shorthair Mix,Orange Tabby,120
A664076,*Henry,10/9/13,6:42PM,Transfer,Partner,Cat,Intact Male,1 month,Domestic Shorthair Mix,Silver Tabby,30
A664077,*Hannah,10/9/13,6:44PM,Transfer,Partner,Cat,Intact Female,1 month,Domestic Shorthair Mix,Silver Tabby,30
A664485,*Peaches,10/9/13,6:44PM,Transfer,Partner,Cat,Intact Female,2 months,Domestic Shorthair Mix,Torbie,60
A664486,*Taylor,10/9/13,6:46PM,Transfer,Partner,Cat,Intact Female,2 months,Domestic Shorthair Mix,Orange Tabby,60
A664487,*Chris Angel,10/9/13,6:47PM,Transfer,Partner,Cat,Intact Male,2 months,Domestic Shorthair Mix,Orange Tabby,60
A664638,*Minerva,10/9/13,6:48PM,Transfer,Partner,Cat,Intact Female,1 month,Domestic Longhair Mix,Black Smoke,30
A654782,Gilda,10/9/13,6:54PM,Adoption,,Dog,Spayed Female,11 months,Pointer/Labrador Retriever,White/Black,330
A664193,*Carrie,10/9/13,7:07PM,Euthanasia,Suffering,Cat,Intact Female,2 months,Domestic Shorthair Mix,Brown Tabby,60
A664835,,10/9/13,7:28PM,Transfer,Partner,Cat,Intact Male,2 weeks,Siamese Mix,Lynx Point,14
A664837,,10/9/13,7:29PM,Transfer,Partner,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Black,14
A664838,,10/9/13,7:29PM,Transfer,Partner,Cat,Intact Male,2 weeks,Siamese Mix,Lynx Point,14
A664854,,10/10/13,9:49AM,Disposal,,Other,Unknown,6 months,Bat Mix,Brown,180
